Nome,Tipo,Slot,Prezzo,Peso,Fonte,Unnamed: 6
89-100,Mantello del Pipistrello,Oggetto Medio Superiore Slot Spalle,Spalle,26.000 mo,"0,5 kg",Manuale di Gioco
01-40,Cappa del Bandito,Oggetto Maggiore Inferiore Slot Spalle,Spalle,32.500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Mantello del Disarmare,Oggetto Maggiore Inferiore Slot Spalle,Spalle,35.000 mo,"0,5 kg",Guida alle Classi
-,Mantello dei Riflessi Rapidi +5/Riflessi +6,Oggetto Maggiore Inferiore Slot Spalle,Spalle,37.500 mo,"0,5 kg",Avventure Mitiche
-,Mantello della Libera VolontÃ +5/VolontÃ +6,Oggetto Maggiore Inferiore Slot Spalle,Spalle,37.500 mo,"0,5 kg",Avventure Mitiche
-,Spallacci della Tempra Incrollabile +5/Tempra +6,Oggetto Maggiore Inferiore Slot Spalle,Spalle,37.500 mo,"0,5 kg",Avventure Mitiche
41-60,Spallacci del Juggernaut,Oggetto Maggiore Inferiore Slot Spalle,Spalle,40.000 mo,"0,5 kg",Guida all'Equipaggiamento
61-100,Cappa del Ciarlatano,Oggetto Maggiore Inferiore Slot Spalle,Spalle,45.000 mo,"0,5 kg",Guida all'Equipaggiamento
01-15,Mantello della Distorsione Maggiore,Oggetto Maggiore Superiore Slot Spalle,Spalle,50.000 mo,"0,5 kg",Manuale di Gioco
16-35,Ali del Volo,Oggetto Maggiore Superiore Slot Spalle,Spalle,54.000 mo,1 kg,Manuale di Gioco
36-55,Mantello della Forma Eterea,Oggetto Maggiore Superiore Slot Spalle,Spalle,55.000 mo,"0,5 kg",Manuale di Gioco
-,Mantello della Fenice,Oggetto Maggiore Superiore Slot Spalle,Spalle,55.000 mo,"3,5 kg",Avventure Mitiche
-,Mantello dell'Olocausto,Oggetto Maggiore Superiore Slot Spalle,Spalle,65.000 mo,"0,5 kg",Avventure Mitiche
56-80,Ali del Gargoyle,Oggetto Maggiore Superiore Slot Spalle,Spalle,72.000 mo,"1,5 kg",Guida all'Equipaggiamento
81-100,Mantello della Viverna,Oggetto Maggiore Superiore Slot Spalle,Spalle,78.600 mo,"0,5 kg",Guida all'Equipaggiamento
01-25,Berretto delle Sembianze Umane,Oggetto Minore Inferiore Slot Testa,Testa,800 mo,-,Guida alle Razze
26-37,Berretto della Luce,Oggetto Minore Inferiore Slot Testa,Testa,900 mo,-,Guida all'Equipaggiamento
-,Piuma dell'Eleganza,Oggetto Minore Inferiore Slot Testa,Testa,1.000 mo,-,Guida alle Classi
-,Faccia Falsa,Oggetto Minore Inferiore Slot Testa,Testa,1.600 mo,"0,25 kg",Guida alle Classi
38-51,Cappello del Camuffamento,Oggetto Minore Inferiore Slot Testa,Testa,1.800 mo,-,Manuale di Gioco
52-71,Berretto Ammortizzatore,Oggetto Minore Inferiore Slot Testa,Testa,2.000 mo,-,Guida all'Equipaggiamento
72-86,Maschera dell'Avaro,Oggetto Minore Inferiore Slot Testa,Testa,3.000 mo,"0,5 kg",Guida all'Equipaggiamento
87-100,Maschera del Persecutore,Oggetto Minore Inferiore Slot Testa,Testa,3.500 mo,"0,5 kg",Guida all'Equipaggiamento
01-12,Diadema della Persuasione,Oggetto Minore Superiore Slot Testa,Testa,4.500 mo,-,Manuale di Gioco
13-21,Maschera del Lottatore,Oggetto Minore Superiore Slot Testa,Testa,5.000 mo,1 kg,Guida del Giocatore
22-31,Elmo dall'Aspetto Terrificante,Oggetto Minore Superiore Slot Testa,Testa,5.000 mo,2 kg,Guida del Giocatore
32-40,Jingasa del Soldato Fortunato,Oggetto Minore Superiore Slot Testa,Testa,5.000 mo,"1,5 kg",Guida all'Equipaggiamento
41-54,Elmo della Conoscenza,Oggetto Minore Superiore Slot Testa,Testa,5.200 mo,"1,5 kg",Manuale di Gioco
55-66,Corona delle Spade,Oggetto Minore Superiore Slot Testa,Testa,6.000 mo,"1,5 kg",Guida alle Razze
67-84,Diadema Incandescente Minore,Oggetto Minore Superiore Slot Testa,Testa,6.480 mo,"0,5 kg",Manuale di Gioco
-,Maschera dell'Aspetto,Oggetto Minore Superiore Slot Testa,Testa,6.500 mo,1 kg,Guida alle Classi
85-95,Maschera del Krenshar,Oggetto Minore Superiore Slot Testa,Testa,7.200 mo,"0,5 kg",Guida all'Equipaggiamento
96-100,Maschera della Pestilenza,Oggetto Minore Superiore Slot Testa,Testa,7.500 mo,1 kg,Guida all'Equipaggiamento
01-12,Maschera del Rigido Contegno,Oggetto Medio Inferiore Slot Testa,Testa,8.000 mo,2 kg,Guida alle Razze
13-26,Elmo del Signore dei Mammut,Oggetto Medio Inferiore Slot Testa,Testa,8.500 mo,"1,5 kg",Guida all'Equipaggiamento
27-42,Velo degli Sguardi Sfuggenti,Oggetto Medio Inferiore Slot Testa,Testa,9.000 mo,-,Guida all'Equipaggiamento
43-59,Maschera dei Mille Tomi,Oggetto Medio Inferiore Slot Testa,Testa,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
60-76,Maschera della Medusa,Oggetto Medio Inferiore Slot Testa,Testa,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
76-87,Berretto del Libero Pensatore,Oggetto Medio Inferiore Slot Testa,Testa,12.000 mo,-,Guida all'Equipaggiamento
-,Berretto di Latta,Oggetto Medio Inferiore Slot Testa,Testa,15.000 mo,1 kg,Avventure Occulte
88-100,Aureola della Calma Interiore,Oggetto Medio Inferiore Slot Testa,Testa,16.000 mo,"0,5 kg",Guida alle Razze
-,Elmo delle Valchirie,Oggetto Medio Inferiore Slot Testa,Testa,16.000 mo,"1,5 kg",Guida alle Classi
01-06,Corona dell'Occhio Felino,Oggetto Medio Superiore Slot Testa,Testa,18.000 mo,"0,5 kg",Guida alle Razze
07-12,Fauci del Dragone,Oggetto Medio Superiore Slot Testa,Testa,18.000 mo,"1,5 kg",Guida all'Equipaggiamento
13-20,Mitra del Gerofante,Oggetto Medio Superiore Slot Testa,Testa,18.000 mo,1 kg,Guida all'Equipaggiamento
-,Corona di Alloro,Oggetto Medio Superiore Slot Testa,Testa,19.000 mo,"0,5 kg",Avventure Mitiche
21-29,Cappello del Mago,Oggetto Medio Superiore Slot Testa,Testa,20.000 mo,-,Guida all'Equipaggiamento
30-36,Diadema della Vista Mentale,Oggetto Medio Superiore Slot Testa,Testa,22.000 mo,-,Guida all'Equipaggiamento
37-45,Maschera del Teschio,Oggetto Medio Superiore Slot Testa,Testa,22.000 mo,"1,5 kg",Manuale di Gioco
46-53,Elmo Ululante,Oggetto Medio Superiore Slot Testa,Testa,22.600 mo,1 kg,Guida all'Equipaggiamento
54-66,Diadema Incandescente Maggiore,Oggetto Medio Superiore Slot Testa,Testa,23.760 mo,"0,5 kg",Manuale di Gioco
67-76,Elmo del Movimento Subacqueo,Oggetto Medio Superiore Slot Testa,Testa,24.000 mo,"1,5 kg",Manuale di Gioco
77-83,Corona della Conquista,Oggetto Medio Superiore Slot Testa,Testa,24.600 mo,"1,5 kg",Guida alle Razze
-,Maschera del Mesmerista,Oggetto Medio Superiore Slot Testa,Testa,25.000 mo,2 kg,Avventure Occulte
84-89,Elmo Batraciano,Oggetto Medio Superiore Slot Testa,Testa,26.000 mo,"1,5 kg",Guida all'Equipaggiamento
90-100,Elmo della Telepatia,Oggetto Medio Superiore Slot Testa,Testa,27.000 mo,"1,5 kg",Manuale di Gioco
-,Cappuccio di Privazione Sensoriale,Oggetto Medio Superiore Slot Testa,Testa,27.500 mo,"2,5 kg",Avventure Occulte
01-14,Diadema di Ferro delle Anime Protette,Oggetto Maggiore Inferiore Slot Testa,Testa,30.000 mo,"0,5 kg",Guida all'Equipaggiamento
15-29,Lauro del Comando,Oggetto Maggiore Inferiore Slot Testa,Testa,30.000 mo,-,Guida all'Equipaggiamento
30-45,Maschera dei Giganti Inferiore,Oggetto Maggiore Inferiore Slot Testa,Testa,30.000 mo,"0,5 kg",Guida del Giocatore
46-61,Berretto della Mente d'Acciaio,Oggetto Maggiore Inferiore Slot Testa,Testa,33.600 mo,"1,5 kg",Guida all'Equipaggiamento
62-78,Elmo del Signore delle Tempeste,Oggetto Maggiore Inferiore Slot Testa,Testa,35.000 mo,"1,5 kg",Guida all'Equipaggiamento
79-100,Elmo della LuminositÃ Minore,Oggetto Maggiore Inferiore Slot Testa,Testa,36.000 mo,"1,5 kg",Guida all'Equipaggiamento
01-14,Parrucca del Giudice,Oggetto Maggiore Superiore Slot Testa,Testa,59.200 mo,-,Guida all'Equipaggiamento
15-39,Elmo del Teletrasporto,Oggetto Maggiore Superiore Slot Testa,Testa,73.500 mo,"1,5 kg",Manuale di Gioco
40-55,Aureola della Minaccia,Oggetto Maggiore Superiore Slot Testa,Testa,84.000 mo,"0,5 kg",Guida alle Razze
-,Elmo Cieco,Oggetto Maggiore Superiore Slot Testa,Testa,85.000 mo,"1,5 kg",Avventure Mitiche
56-68,Maschera dei Giganti Superiore,Oggetto Maggiore Superiore Slot Testa,Testa,90.000 mo,"0,5 kg",Guida del Giocatore
-,Elmo del Re Serpente,Oggetto Maggiore Superiore Slot Testa,Testa,96.000 mo,"1,5 kg",Avventure Mitiche
69-83,Elmo della LuminositÃ,Oggetto Maggiore Superiore Slot Testa,Testa,125.000 mo,"1,5 kg",Manuale di Gioco
84-92,Elmo della RadiositÃ Elettrica,Oggetto Maggiore Superiore Slot Testa,Testa,125.000 mo,"1,5 kg",Guida all'Equipaggiamento
93-100,Corona del Paradiso,Oggetto Maggiore Superiore Slot Testa,Testa,150.000 mo,"2,5 kg",Guida all'Equipaggiamento
01-15,Bendaggi del Rapido Recupero,Oggetto Minore Inferiore Slot Torace,Torace,200 mo,"0,5 kg",Guida del Giocatore
16-30,Camicia del Corridore Veloce,Oggetto Minore Inferiore Slot Torace,Torace,1.000 mo,-,Guida all'Equipaggiamento
31-50,Bandoliera Infinita,Oggetto Minore Inferiore Slot Torace,Torace,1.500 mo,1 kg,Guida all'Equipaggiamento
51-75,GilÃ¨ dei Mille Attrezzi,Oggetto Minore Inferiore Slot Torace,Torace,1.800 mo,"2,5 kg",Guida del Giocatore
76-100,GilÃ¨ Chirurgico,Oggetto Minore Inferiore Slot Torace,Torace,3.000 mo,2 kg,Guida all'Equipaggiamento
01-10,Fascia del Campione di Guerra,Oggetto Minore Superiore Slot Torace,Torace,4.000 mo,"0,5 kg",Guida del Giocatore
11-20,Giacca Centellinante,Oggetto Minore Superiore Slot Torace,Torace,5.000 mo,"2,5 kg",Guida all'Equipaggiamento
21-31,Casacca del Lancio Prudente,Oggetto Minore Superiore Slot Torace,Torace,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
32-42,GilÃ¨ della Fuga,Oggetto Minore Superiore Slot Torace,Torace,5.200 mo,-,Manuale di Gioco
43-52,Blusa della Megera Ciarliera,Oggetto Minore Superiore Slot Torace,Torace,6.000 mo,1 kg,Guida all'Equipaggiamento
53-62,GilÃ¨ del Colpo Letale,Oggetto Minore Superiore Slot Torace,Torace,6.000 mo,"0,5 kg",Guida all'Equipaggiamento
63-70,Pettorale del Profeta,Oggetto Minore Superiore Slot Torace,Torace,6.000 mo,"0,5 kg",Guida all'Equipaggiamento
71-79,Casacca della Potenza Letale,Oggetto Minore Superiore Slot Torace,Torace,6.000 mo,1 kg,Guida all'Equipaggiamento
80-90,GilÃ¨ del Battitore Vendicativo,Oggetto Minore Superiore Slot Torace,Torace,6.000 mo,"1,5 kg",Guida all'Equipaggiamento
91-100,Cappotto di Ordinanza Risplendente,Oggetto Minore Superiore Slot Torace,Torace,7.000 mo,"2,5 kg",Guida all'Equipaggiamento
01-13,Camicia dell'Immolazione,Oggetto Medio Inferiore Slot Torace,Torace,8.000 mo,"0,5 kg",Guida all'Equipaggiamento
14-28,Casacca della Pelle di Serpente,Oggetto Medio Inferiore Slot Torace,Torace,8.000 mo,1 kg,Guida all'Equipaggiamento
-,Blusa del Bastardo Vanaglorioso,Oggetto Medio Inferiore Slot Torace,Torace,8.000 mo,-,Guida alle Classi
29-40,Bandoliera dell'Anatema,Oggetto Medio Inferiore Slot Torace,Torace,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
41-60,Camicia Senza Impedimenti,Oggetto Medio Inferiore Slot Torace,Torace,10.000 mo,-,Guida all'Equipaggiamento
61-80,Giacca dell'Avvelenatore Inferiore,Oggetto Medio Inferiore Slot Torace,Torace,10.000 mo,"1,5 kg",Guida all'Equipaggiamento
-,Manto del Credente Fedele,Oggetto Medio Inferiore Slot Torace,Torace,10.000 mo,1 kg,Avventure Mitiche
-,Bandoliera del Guardiano della Morte,Oggetto Medio Inferiore Slot Torace,Torace,15.000 mo,"1,5 kg",Avventure Mitiche
81-100,Veste dello Scarafaggio,Oggetto Medio Inferiore Slot Torace,Torace,16.000 mo,1 kg,Guida del Giocatore
01-50,GilÃ¨ della Mutazione Stabile,Oggetto Medio Superiore Slot Torace,Torace,20.000 mo,1 kg,Guida all'Equipaggiamento
51-100,Sudario Spettrale,Oggetto Medio Superiore Slot Torace,Torace,26.000 mo,-,Guida all'Equipaggiamento
-,Accumulatore Orgonico,Oggetto Maggiore Inferiore Slot Torace,Torace,48.000 mo,75 kg,Avventure Occulte
01-60,Manto dell'ImmortalitÃ,Oggetto Maggiore Inferiore Slot Torace,Torace,50.000 mo,"0,5 kg",Guida all'Equipaggiamento
61-100,Giacca dell'Avvelenatore Superiore,Oggetto Maggiore Inferiore Slot Torace,Torace,58.000 mo,2 kg,Guida all'Equipaggiamento
01-35,Bandoliera Pietosa,Oggetto Maggiore Superiore Slot Torace,Torace,60.000 mo,1 kg,Guida all'Equipaggiamento
36-70,Manto della Fede,Oggetto Maggiore Superiore Slot Torace,Torace,76.000 mo,-,Manuale di Gioco
71-100,Manto della Resistenza agli Incantesimi,Oggetto Maggiore Superiore Slot Torace,Torace,90.000 mo,-,Manuale di Gioco
01,Piuma Incantata  (  Ancora  ),Oggetto Infimo Senza Slot,Nessuno,50 mo,-,Manuale di Gioco
02,Solvente Universale,Oggetto Infimo Senza Slot,Nessuno,50 mo,-,Manuale di Gioco
-,Impiastro per Ferite,Oggetto Infimo Senza Slot,Nessuno,50 mo,"0,25 kg",Guida alle Razze
03-04,Torcia Magica,Oggetto Infimo Senza Slot,Nessuno,75 mo,-,Guida del Giocatore
05,Chiodo Ostinato,Oggetto Infimo Senza Slot,Nessuno,75 mo,"0,25 kg",Guida all'Equipaggiamento
06,Pittura da Guerra del Volto Spaventoso,Oggetto Infimo Senza Slot,Nessuno,100 mo,-,Guida del Giocatore
07,Elisir d'Amore,Oggetto Infimo Senza Slot,Nessuno,150 mo,-,Manuale di Gioco
08,Unguento della Conservazione,Oggetto Infimo Senza Slot,Nessuno,150 mo,-,Manuale di Gioco
09,Piuma Incantata  (  Ventaglio  ),Oggetto Infimo Senza Slot,Nessuno,200 mo,-,Manuale di Gioco
10,Alambicco delle Formule,Oggetto Infimo Senza Slot,Nessuno,200 mo,1 kg,Guida all'Equipaggiamento
11,Imbuto dell'Ibridazione,Oggetto Infimo Senza Slot,Nessuno,200 mo,1 kg,Guida all'Equipaggiamento
12,Sapone dell'Anima,Oggetto Infimo Senza Slot,Nessuno,200 mo,1 kg,Guida del Giocatore
13,Polvere Nascondi Tracce,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
14-16,Elisir della FurtivitÃ,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
17-19,Elisir del Nuotare,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
20-22,Elisir dell'Acrobazia,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
23-25,Elisir della Visione,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
26-27,Stille di Notte,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Guida all'Equipaggiamento
28,Olio Silenziatore,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Guida al Combattimento
29-31,Bagliore Argenteo,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Manuale di Gioco
32,Multiuso del Viaggiatore,Oggetto Infimo Senza Slot,Nessuno,250 mo,1 kg,Guida all'Equipaggiamento
-,Elisir della Voce Tonante,Oggetto Infimo Senza Slot,Nessuno,250 mo,-,Guida alle Classi
33-34,Bottiglia dei Messaggi,Oggetto Infimo Senza Slot,Nessuno,300 mo,"0,5 kg",Guida del Giocatore
35-36,Piuma Incantata  (  Uccello  ),Oggetto Infimo Senza Slot,Nessuno,300 mo,-,Manuale di Gioco
37,Sciame di Origami,Oggetto Infimo Senza Slot,Nessuno,300 mo,-,Guida all'Equipaggiamento
-,Polvere della Fuga,Oggetto Infimo Senza Slot,Nessuno,300 mo,-,Guida alle Razze
-,Radice dell'Albero del Mondo Minore,Oggetto Infimo Senza Slot,Nessuno,300 mo,-,Avventure Mitiche
-,Moneta Falsa,Oggetto Infimo Senza Slot,Nessuno,375 mo,-,Avventure Occulte
38,Mela d'Oro Allettante,Oggetto Infimo Senza Slot,Nessuno,400 mo,"0,5 kg",Guida all'Equipaggiamento
39,Piuma Incantata  (  Albero  ),Oggetto Infimo Senza Slot,Nessuno,400 mo,-,Manuale di Gioco
40,Chiave Bloccaserratura,Oggetto Infimo Senza Slot,Nessuno,400 mo,"0,25 kg",Guida del Giocatore
-,Stecchino Pirotecnico,Oggetto Infimo Senza Slot,Nessuno,400 mo,-,Guida alle Classi
41-42,Piuma Incantata  (  Barca Cigno  ),Oggetto Infimo Senza Slot,Nessuno,450 mo,-,Manuale di Gioco
43,Ritratto Animato,Oggetto Infimo Senza Slot,Nessuno,500 mo,5 kg,Guida all'Equipaggiamento
44,Sfortuna in Bottiglia,Oggetto Infimo Senza Slot,Nessuno,500 mo,"0,5 kg",Guida all'Equipaggiamento
45-46,Elisir della VeritÃ,Oggetto Infimo Senza Slot,Nessuno,500 mo,-,Manuale di Gioco
47-48,Piuma Incantata  (  Frusta  ),Oggetto Infimo Senza Slot,Nessuno,500 mo,-,Manuale di Gioco
49-51,Fodero dell'Affilatura,Oggetto Infimo Senza Slot,Nessuno,500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Effige di Cera,Oggetto Infimo Senza Slot,Nessuno,500 mo,"0,25 kg",Avventure Occulte
52-53,TÃ¨ del Veggente,Oggetto Infimo Senza Slot,Nessuno,550 mo,-,Guida all'Equipaggiamento
54-57,Sale Abiurante,Oggetto Infimo Senza Slot,Nessuno,600 mo,"0,5 kg",Guida all'Equipaggiamento
58-61,Magnete Attira Frecce,Oggetto Infimo Senza Slot,Nessuno,600 mo,-,Guida all'Equipaggiamento
62-63,Polvere Oscurante,Oggetto Infimo Senza Slot,Nessuno,600 mo,-,Guida all'Equipaggiamento
-,Polvere del Cantastorie,Oggetto Infimo Senza Slot,Nessuno,600 mo,-,Guida alle Classi
64-69,Biglia del Fuoco da Campo,Oggetto Infimo Senza Slot,Nessuno,720 mo,-,Guida del Giocatore
70-72,Torcia dell'Arconte,Oggetto Infimo Senza Slot,Nessuno,750 mo,"0,5 kg",Guida all'Equipaggiamento
73-75,Libro dell'Evocazione Estesa (Inferiore),Oggetto Infimo Senza Slot,Nessuno,750 mo,"0,5 kg",Guida all'Equipaggiamento
76-79,Corda di Ferro,Oggetto Infimo Senza Slot,Nessuno,750 mo,"0,5 kg",Guida all'Equipaggiamento
80-83,Fermagliofoglia,Oggetto Infimo Senza Slot,Nessuno,750 mo,-,Guida all'Equipaggiamento
-,Gemma Stella Kitsune (1Â°),Oggetto Infimo Senza Slot,Nessuno,750 mo,-,Guida alle Razze
-,Polvere dell'Assassino,Oggetto Infimo Senza Slot,Nessuno,750 mo,-,Guida alle Classi
84-86,Pelliccia di Yeti in Bottiglia,Oggetto Infimo Senza Slot,Nessuno,800 mo,-,Guida all'Equipaggiamento
87-89,Lucido Defogliante,Oggetto Infimo Senza Slot,Nessuno,800 mo,-,Guida del Giocatore
90-92,Polvere dell'Emulazione,Oggetto Infimo Senza Slot,Nessuno,800 mo,-,Guida del Giocatore
93-97,Calcolo Saldo,Oggetto Infimo Senza Slot,Nessuno,800 mo,1 kg,Guida all'Equipaggiamento
-,Incenso della Rivitalizzazione dello Spirito,Oggetto Infimo Senza Slot,Nessuno,800 mo,-,Avventure Occulte
98-100,Polvere Prosciugante,Oggetto Infimo Senza Slot,Nessuno,850 mo,-,Manuale di Gioco
-,Elisir della Potente Esalazione,Oggetto Infimo Senza Slot,Nessuno,900 mo,"0,5 kg",Guida alle Razze
-,Urlo Imbottigliato,Oggetto Infimo Senza Slot,Nessuno,900 mo,"0,25 kg",Guida alle Classi
04,Bambola Anatomica,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,"0,5 kg",Guida all'Equipaggiamento
05,Biglia della Prevenzione del Tritone,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
06,Marchio Lega-bestia,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
07,Ex Libris del Richiamo,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
08-09,Biglia di Boro (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
10,Tasca Occultante,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
11,Sciroppo Rabdomante,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,"0,25 kg",Guida all'Equipaggiamento
12,Incenso della Trascendenza,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,"0,5 kg",Guida all'Equipaggiamento
13-14,Pagina della Conoscenza Magica (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
15-17,Perla del Potere (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Manuale di Gioco
18,Ampolla Preservante (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
19-20,Pisside del Focus Ridiretto,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida all'Equipaggiamento
21-22,Balsamo della ScivolositÃ,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Manuale di Gioco
23,Nido di Vespe dello Sciamare,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,2 kg,Guida all'Equipaggiamento
-,Brocca per Bevande Tengu,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,1 kg,Guida alle Razze
-,Erbapipa del Fumo Solido,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida alle Razze
-,Reticolo Incantato (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Guida alle Classi
-,Radice dell'Albero del Mondo Normale,Oggetto Minore Inferiore Senza Slot,Nessuno,1.000 mo,-,Avventure Mitiche
24-26,Elisir del Soffio di Fuoco,Oggetto Minore Inferiore Senza Slot,Nessuno,1.100 mo,-,Manuale di Gioco
27,Sale del Tumulo,Oggetto Minore Inferiore Senza Slot,Nessuno,1.100 mo,"2,5 kg",Guida all'Equipaggiamento
28-29,Flauto dei Topi,Oggetto Minore Inferiore Senza Slot,Nessuno,1.150 mo,"1,5 kg",Manuale di Gioco
30-31,Polvere dell'Illusione,Oggetto Minore Inferiore Senza Slot,Nessuno,1.200 mo,-,Manuale di Gioco
32-33,Bomba Teschio Goblin,Oggetto Minore Inferiore Senza Slot,Nessuno,1.200 mo,"0,5 kg",Guida all'Equipaggiamento
-,Elisir della Visione Oscura,Oggetto Minore Inferiore Senza Slot,Nessuno,1.200 mo,-,Guida alle Razze
34-35,Elisir del Soffio di Drago,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,-,Guida all'Equipaggiamento
-,Erbe della Bestia Primordiale,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,"0,25 kg",Avventure Mitiche
-,Incenso della CorporeitÃ,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,"0,25 kg",Avventure Occulte
-,Lucido per Scaglie Nagaji,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,"0,25 kg",Guida alle Razze
-,Polvere Anti-Fantasma,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,"0,25 kg",Avventure Occulte
-,Vaso dell'Animale Profetico,Oggetto Minore Inferiore Senza Slot,Nessuno,1.400 mo,"2,5 kg",Avventure Occulte
36,Segnalibro dell'Inganno,Oggetto Minore Inferiore Senza Slot,Nessuno,1.500 mo,-,Guida all'Equipaggiamento
37,Parola in Bottiglia,Oggetto Minore Inferiore Senza Slot,Nessuno,1.500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Bolla Portagioie,Oggetto Minore Inferiore Senza Slot,Nessuno,1.500 mo,-,Guida alle Razze
-,Candela di Protezione contro gli Spiriti,Oggetto Minore Inferiore Senza Slot,Nessuno,1.500 mo,"0,5 kg",Avventure Occulte
38,Polvere Deacidificante,Oggetto Minore Inferiore Senza Slot,Nessuno,1.600 mo,-,Guida all'Equipaggiamento
39-40,Polvere dell'Apparizione,Oggetto Minore Inferiore Senza Slot,Nessuno,1.800 mo,-,Manuale di Gioco
41-42,Faretra Efficiente,Oggetto Minore Inferiore Senza Slot,Nessuno,1.800 mo,1 kg,Manuale di Gioco
43,Flauto dei Suoni,Oggetto Minore Inferiore Senza Slot,Nessuno,1.800 mo,"1,5 kg",Manuale di Gioco
44,Fodero del Vigore,Oggetto Minore Inferiore Senza Slot,Nessuno,1.800 mo,"1,5 kg",Guida del Giocatore
45,Bastone da Montagna Agile,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"0,5 kg",Guida all'Equipaggiamento
46,Riserva di Sangue della Prodezza Fisica,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,-,Guida all'Equipaggiamento
47,Carillon del Clamore,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,1 kg,Guida del Giocatore
48,Corno per Polvere a Carica Asciutta,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"0,5 kg",Guida al Combattimento
49,Tamburo del Fuoco Goblin (Normale),Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"0,5 kg",Guida all'Equipaggiamento
50-51,Zainetto Pratico,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"2,5 kg",Manuale di Gioco
52-53,Corno della Nebbia,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"0,5 kg",Manuale di Gioco
54,Punta di Metallo del Passaggio Sicuro,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,1 kg,Guida all'Equipaggiamento
-,Incenso dell'Eidos,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"0,5 kg",Guida alle Classi
-,Lanterna delle Aure,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,1 kg,Guida alle Classi
-,Liuto da Battaglia,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,"1,5 kg",Guida alle Classi
-,Pietra Runica del Potere (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,-,Guida alle Classi
-,Polvere Ristorante,Oggetto Minore Inferiore Senza Slot,Nessuno,2.000 mo,-,Guida alle Classi
55,Vessillo del Cavaliere (Onore),Oggetto Minore Inferiore Senza Slot,Nessuno,2.200 mo,"0,5 kg",Guida del Giocatore
56-59,Vaporizzatore Volatile (1Â°),Oggetto Minore Inferiore Senza Slot,Nessuno,2.200 mo,-,Guida all'Equipaggiamento
60-62,Gemma Elementale,Oggetto Minore Inferiore Senza Slot,Nessuno,2.250 mo,-,Manuale di Gioco
